part_name,brand,model,listing_count,mean_price,median_price,std_price,price_variance,coefficient_of_variation,min_price,max_price,price_range
abs hydraulic pump-,skoda,octavia,1,471.8,471.8,,,,471.8,471.8,0.0
abs hydraulic pump-,toyota,corolla,1,530.9,530.9,,,,530.9,530.9,0.0
actuator loom -(left),toyota,corolla,1,56.2,56.2,,,,56.2,56.2,0.0
airbag front sensor-(right front),toyota,corolla,1,47.2,47.2,,,,47.2,47.2,0.0
aktivt kollisionsskydd sensor-(left),skoda,octavia,1,224.1,224.1,,,,224.1,224.1,0.0
"alternator bracket / accessories- , e-",vw,golf,1,35.5,35.5,,,,35.5,35.5,0.0
"avgas temperaturgivare- , e-",vw,golf,1,47.4,47.4,,,,47.4,47.4,0.0
"battery box / fixing / holder- , e-",vw,golf,1,35.5,35.5,,,,35.5,35.5,0.0
belt tensioner for fan belt-,skoda,octavia,1,23.8,23.8,,,,23.8,23.8,0.0
"brake caliper- , e-(right front)",vw,golf,1,147.5,147.5,,,,147.5,147.5,0.0
"brake caliper- , e-(right rear)",vw,golf,1,180.5,180.5,,,,180.5,180.5,0.0
brake disc-(front),toyota,corolla,1,11.8,11.8,,,,11.8,11.8,0.0
brake disc-(rear),skoda,octavia,1,11.8,11.8,,,,11.8,11.8,0.0
brake servo-,skoda,octavia,1,177.6,177.6,,,,177.6,177.6,0.0
"bränslepump styrenhet- , e-",vw,golf,1,55.1,55.1,,,,55.1,55.1,0.0
caliper bracket-,toyota,corolla,1,67.3,67.3,,,,67.3,67.3,0.0
"caliper bracket- , e-",vw,golf,1,47.2,47.2,,,,47.2,47.2,0.0
"caliper bracket- , e-(left front)",vw,golf,1,50.4,50.4,,,,50.4,50.4,0.0
caliper bracket-(left front),skoda,octavia,1,59.3,59.3,,,,59.3,59.3,0.0
caliper bracket-(right front),skoda,octavia,1,59.3,59.3,,,,59.3,59.3,0.0
clutch cylinder main-,toyota,corolla,1,41.6,41.6,,,,41.6,41.6,0.0
clutch cylinder slave-,toyota,corolla,1,29.5,29.5,,,,29.5,29.5,0.0
coil-,toyota,corolla,1,53.1,53.1,,,,53.1,53.1,0.0
curtain airbags-(left),toyota,corolla,1,260.5,260.5,,,,260.5,260.5,0.0
diesel injection pump-,skoda,octavia,1,178.5,178.5,,,,178.5,178.5,0.0
diesel tank-,skoda,octavia,1,236.8,236.8,,,,236.8,236.8,0.0
"drive shaft- , e-(right rear)",vw,golf,1,309.4,309.4,,,,309.4,309.4,0.0
drive shaft-(left front),skoda,octavia,1,259.5,259.5,,,,259.5,259.5,0.0
drive shaft-(right front),skoda,octavia,1,294.9,294.9,,,,294.9,294.9,0.0
"dörr styrenhet- , e-(left)",vw,golf,1,106.6,106.6,,,,106.6,106.6,0.0
engine block-,skoda,octavia,1,89.0,89.0,,,,89.0,89.0,0.0
engine casing-,toyota,corolla,1,47.4,47.4,,,,47.4,47.4,0.0
"engine casing- , e-",vw,golf,1,70.8,70.8,,,,70.8,70.8,0.0
"engine diesel- , e-",vw,golf,1,3499.3,3499.3,,,,3499.3,3499.3,0.0
engine gasoline-,skoda,octavia,1,4601.2,4601.2,,,,4601.2,4601.2,0.0
engine gasoline-,toyota,corolla,1,3657.4,3657.4,,,,3657.4,3657.4,0.0
fuel filter / holder-,toyota,corolla,1,35.5,35.5,,,,35.5,35.5,0.0
fuel pump electric-,skoda,octavia,1,141.5,141.5,,,,141.5,141.5,0.0
"fuel tank lid- , e-",vw,golf,1,17.8,17.8,,,,17.8,17.8,0.0
fuse box / electricity central-,toyota,corolla,1,94.7,94.7,,,,94.7,94.7,0.0
gear box 6 speed -(front),toyota,corolla,1,899.8,899.8,,,,899.8,899.8,0.0
gear box 6 speed-,skoda,octavia,1,2358.8,2358.8,,,,2358.8,2358.8,0.0
gear box bracket-,toyota,corolla,1,47.6,47.6,,,,47.6,47.6,0.0
"gear box bracket- , e-",vw,golf,1,53.1,53.1,,,,53.1,53.1,0.0
gear distributor box-,skoda,octavia,1,949.0,949.0,,,,949.0,949.0,0.0
hand brake lever-,toyota,corolla,1,47.2,47.2,,,,47.2,47.2,0.0
hub rear-(left rear),toyota,corolla,1,101.1,101.1,,,,101.1,101.1,0.0
injection control unit -(interior front),toyota,corolla,1,362.3,362.3,,,,362.3,362.3,0.0
injection control unit-,skoda,octavia,1,471.9,471.9,,,,471.9,471.9,0.0
injection control unit-,toyota,corolla,1,535.5,535.5,,,,535.5,535.5,0.0
insp.pump diesel control unit-,skoda,octavia,1,353.9,353.9,,,,353.9,353.9,0.0
inverter 12 -> 220 v-(interior rear),skoda,octavia,1,141.5,141.5,,,,141.5,141.5,0.0
kamera utvändig -(rear),toyota,corolla,1,307.8,307.8,,,,307.8,307.8,0.0
kamera utvändig-,skoda,octavia,1,296.5,296.5,,,,296.5,296.5,0.0
knee -(left front),toyota,corolla,1,67.4,67.4,,,,67.4,67.4,0.0
ljusinställning lägesgivare -(front),skoda,octavia,1,83.0,83.0,,,,83.0,83.0,0.0
main cylinder-,skoda,octavia,1,83.0,83.0,,,,83.0,83.0,0.0
"main cylinder- , e-",vw,golf,1,72.2,72.2,,,,72.2,72.2,0.0
mass air-flow sensor-,toyota,corolla,1,71.0,71.0,,,,71.0,71.0,0.0
motor bracket -(left front),toyota,corolla,1,35.5,35.5,,,,35.5,35.5,0.0
motor bracket -(rear),toyota,corolla,1,35.5,35.5,,,,35.5,35.5,0.0
motor bracket -(right front),toyota,corolla,1,47.4,47.4,,,,47.4,47.4,0.0
motor bracket-,skoda,octavia,1,59.5,59.5,,,,59.5,59.5,0.0
motor bracket-,toyota,corolla,1,47.4,47.4,,,,47.4,47.4,0.0
motor cushion-,toyota,corolla,1,23.6,23.6,,,,23.6,23.6,0.0
"other control unit- , e-",vw,golf,1,309.4,309.4,,,,309.4,309.4,0.0
other relay-,toyota,corolla,1,41.6,41.6,,,,41.6,41.6,0.0
"parkeringshjälp frontsensor- , e-",vw,golf,1,59.5,59.5,,,,59.5,59.5,0.0
parking control unit-,skoda,octavia,1,94.9,94.9,,,,94.9,94.9,0.0
passenger airbag-,skoda,octavia,1,486.1,486.1,,,,486.1,486.1,0.0
piston / rod-,skoda,octavia,1,41.6,41.6,,,,41.6,41.6,0.0
rear axle-,skoda,octavia,1,414.4,414.4,,,,414.4,414.4,0.0
rear sensor-,skoda,octavia,1,59.5,59.5,,,,59.5,59.5,0.0
rear sensor-(interior),toyota,corolla,1,59.2,59.2,,,,59.2,59.2,0.0
rear sensor-(rear),skoda,octavia,1,71.4,71.4,,,,71.4,71.4,0.0
"sensor ac inner temperature- , e-",vw,golf,1,23.7,23.7,,,,23.7,23.7,0.0
"shock absorbers rear- , e-(rear)",vw,golf,1,59.2,59.2,,,,59.2,59.2,0.0
shock absorbers rear-(rear),toyota,corolla,1,61.7,61.7,,,,61.7,61.7,0.0
"signal horn- , e-",vw,golf,1,29.6,29.6,,,,29.6,29.6,0.0
starter gasoline-,skoda,octavia,1,134.8,134.8,,,,134.8,134.8,0.0
"starter gasoline- , e-",vw,golf,1,148.0,148.0,,,,148.0,148.0,0.0
steering wheel airbag-,toyota,corolla,1,296.0,296.0,,,,296.0,296.0,0.0
sump-,toyota,corolla,1,23.6,23.6,,,,23.6,23.6,0.0
"suspension- , e-(rear)",vw,golf,1,59.2,59.2,,,,59.2,59.2,0.0
tank lid -(right rear),skoda,octavia,1,59.1,59.1,,,,59.1,59.1,0.0
tank lid-,toyota,corolla,1,47.4,47.4,,,,47.4,47.4,0.0
trailing link rear -(left rear lower),toyota,corolla,1,71.0,71.0,,,,71.0,71.0,0.0
trailing link rear -(left rear),toyota,corolla,1,71.0,71.0,,,,71.0,71.0,0.0
trailing link rear -(left upper),toyota,corolla,1,71.0,71.0,,,,71.0,71.0,0.0
trailing link rear -(right rear lower),toyota,corolla,1,71.0,71.0,,,,71.0,71.0,0.0
trailing link rear -(right rear),toyota,corolla,1,71.0,71.0,,,,71.0,71.0,0.0
"trailing link rear- , e-(right rear upper)",vw,golf,1,47.4,47.4,,,,47.4,47.4,0.0
"trailing link rear- , e-(right upper)",vw,golf,1,47.4,47.4,,,,47.4,47.4,0.0
trailing link rear-(right rear lower),skoda,octavia,1,83.0,83.0,,,,83.0,83.0,0.0
wheel bearing spindle shaft-(right rear),toyota,corolla,1,206.5,206.5,,,,206.5,206.5,0.0
wiper arm motor relay-,toyota,corolla,1,32.0,32.0,,,,32.0,32.0,0.0
